page_url,h1,first_paragraph,outgoing_link_urls,image_urls
https://blog.boot.dev/news/bootdev-beat-2025-08/,,,,
https://blog.boot.dev/news/hackathon-2025/,,,,
https://blog.boot.dev/news/bootdev-beat-2025-07/,,,,
https://blog.boot.dev/news/bootdev-beat-2025-06/,,,,
https://blog.boot.dev/education/is-boot-dev-free/,,,,
https://blog.boot.dev/news/bootdev-beat-2025-05/,,,,
https://blog.boot.dev/news/bootdev-beat-2025-04/,,,,
https://blog.boot.dev/news/bootdev-beat-2025-03/,,,,
https://blog.boot.dev/news/bootdev-beat-2025-02/,,,,
https://blog.boot.dev/computer-science/18-months-with-gpt-4/,,,,
https://blog.boot.dev/news/bootdev-beat-2025-01/,,,,
https://blog.boot.dev/tutorials/python/lists/,,,,
https://blog.boot.dev/tutorials/python/loops/,,,,
https://blog.boot.dev/tutorials/python/functions/,,,,
https://blog.boot.dev/tutorials/python/variables/,,,,
